stemming,label_number,pseudo_label
bangkai bohemia interactive diskon gd banget steam anjing kasih diskon dompet kosong arma rebu bangkai posotif ye,1,neutral
daftar akun sih aplikasi,1,neutral
aplikasi guna masuk password ya tolak,1,neutral
masuk pasword salah steam download yesel,1,neutral
verifikasi akun pin exit error setel pin error salah mohon benar,1,neutral
bikin password kayak bikin alam semesta bisa sesal steamm,1,neutral
asalamualaikum game steam pakai uang benar uang bohong steam beritahu pls downlod wobbly life seru banget youtuber inggtis main kasih oke bohong bohong marah pls bohong oke bye asalamualaikum,2,negative
baik woy aplikasinyaa buang buang data internet tau,2,negative
login kali kali,1,neutral
ya allah miris lihat komen komen kritis nge hujat gara gara gamenya dimainin hp astaga astaga tau omong ketemu orang kayak pengin ya nabok,2,negative
login steam guard kirim email masuk masuk ampas banget bikin aplikasi mending aplikasi peduli lindung ampas bagus peduli lindung,0,positive
akun gue kebanned vac kagak ngecheat aneh sih juta akun gue spend money,2,negative
ganggu orang pakai ya,2,negative
eh mobile gamers tolol aplikasi game ya kenthu mainin ya pc hp beli game steam pakai hp mainin ya pc ya tolol,2,negative
tolong baik akun suka pakai google tambah ya,1,neutral
sih apk susa banget login ya masuk chrome ribet,2,negative
aplikasi sampah mutu orang bodoh hp panas recommended download,2,negative
password ya eh salah aplikasi,2,negative
orang idiot bingung habis bikin akun halaman log ya tinggal log,2,negative
hilang password ya gagal mulu,2,negative
apk kon modren bikin akun dasar bangs,1,neutral
kode verifikasi no hp kagak alternatif email asw no hp gue kagak aktif,1,neutral
perangkat oreo maklum ram cari akun pakai pc apa,1,neutral
apk pakai enak akses langsung sih website kelas steam daftar acount heran,0,positive
aplikasi jelek bikin akun captha ya banget,2,negative
lumayan bantu aman akun beli game,0,positive
main gta v dota hp trimakasih,1,neutral
guna saldo bonus,1,neutral
pakai password gua tau password gua,1,neutral
apk guna very akun email aneh,2,negative
woy sih bikin steam pasuk password salah passwordnya salah mending playstore hapus steamnya malas gue steam gakjelas pelit,2,negative
akun steam kena hack steam support tolak bukti,1,neutral
paswod ya masukmasuk sih,2,negative
passwordnya salah aplikasi ngentott,1,neutral
heh bodoh tau aplikasi bantu merehsahkan aplikasi main gem computer,2,negative
aplikasi salah,2,negative
aplkasi autismau register akun susah ampun,2,negative
masuk steam blokir kominfo,1,neutral
steam jalek jagan download game android game ber bayar game pc,1,neutral
gaymer mobel kayak harap main gta download steam mobile ya tolol,2,negative
maaf kasih bintang login akun loading tolong kasih saran biar masuk,1,neutral
guna steam hape beli game pasuk voucher google play tau masuk pakai aplikasi dosng dah selesai,1,neutral
notif codenya benerin oi gue susah login dota underlord hp notif,2,negative
tolong ya buang main otak lolot gue lostreak anjg,2,negative
bikin akun susah apa,2,negative
game cari buat puas app,0,positive
hhh sukit daftar bacot mending epic games,2,negative
masuk password salah mulu tolong ya,1,neutral
akun captchanya ngebug,1,neutral
dwonload game bayar kasih bintang,1,neutral
bagus layar handphone,0,positive
android maksud sambung game android,1,neutral
sih akun susah banget pakai email susah,2,negative
apk sulit login pc login,2,negative
aplikasi bagus download game,0,positive
steam game secret neigbour suka,0,positive
apk rusak tolol banget anyg gue akun verif email mulu ajg banget kesel tolol,2,negative
komen jelek apk orang didik banyak main ml govlok,2,negative
log sandi,1,neutral
fungsi mesti simpel guna ya,0,positive
bagus milik bagus,0,positive
download aplikasi pasti organ kepala otak aplikasi pantau akun goblok,1,neutral
aplikasi rusak bangkrut dah gua dah bikin akun steam login,2,negative
steam jelek diterimah ngisih nama password,2,negative
aplikasi bikin pasword susah banget,2,negative
intstal loginnya gituloh,1,neutral
cart baca review,1,neutral
no telepon bayar payah steam,2,negative
wow hasil game attack on titan gratis gara gara kirim hihihi,1,neutral
persis banget barusan alamin kayak review bikin emosi doang,2,negative
banget kali kali,0,positive
login indak ya hp ku infinix smart,1,neutral
steam guard tchh,1,neutral
susah kode verifikasi authenticator,2,negative
steam kntl gua pw salah mulu ajg gblk developer,1,neutral
developer sampah ganti sandi kali salah log benerin paansi,2,negative
aplikasi tolol log sih steam tau tolong teh bak gugel,1,neutral
apl canggih dowload game pas,0,positive
suka pakai paswwrod woi kau anjing asih bantu asu lo kasih server facebook paswwrod ya,0,positive
aplikasi ya jelek main dota,2,negative
bagus aplilasi seteam ya maim gta v aplkasi vortek nih ram gue gb hape vivo v mantab jiwa lancar jaya,0,positive
bikin akun anjpas bikin akun tulis pin exit family view ah taii,1,neutral
bagus fitur bayar dana notifikasi diskon gamenya,0,positive
susah banget sign nyerah gue sign nih apk doang ajg ah,2,negative
berkat aplikasi main csgo android,1,neutral
pakai akun tau akun ayah hapus gamenya susah masuk ya,2,negative
game portal keren banget,0,positive
indak akun,1,neutral
main game bayar,1,neutral
parah banget steam akun gue curi orang alamat email ya sensor parah sih sekongkol banget cur,2,negative
konfirmasi listing,1,neutral
update gaben ui kayak sampah widget steam guard diremove hp potato berat chat pakai app pisah usaha million app noh game vr mulu,2,negative
aplikasi t ll gagal verify no hp,1,neutral
asih discount,1,neutral
steam forbidden phones i can masuk,1,neutral
sign up ulang berkalikali masuk masuk,1,neutral
mending pakai email verification hape rusak nomer ganti apa steam guard susah,2,negative
bantu log masuk baru,1,neutral
asli download csgo work cok banyak game gratis biar seru,1,neutral
aplikasi buang buang plz beli paket,1,neutral
yuk yuk steamdeck masuk indonesia,1,neutral
guna suka main,0,positive
bagguus masuk bodoh gampang banget,2,negative
sumpah login yatim nih,1,neutral
moga kominfo buka blokir aplikasi,1,neutral
tutor dek tau tau hapus,1,neutral
aplikasi jelajah game bantu mantau diskon hehe,1,neutral
bugnya tlng dprbaiki,2,negative
boros internet bug apps,2,negative
akun curi main pubg dbd r tolong benerbener kecewa,2,negative
ya blokir pakai apk,1,neutral
susah banget login,2,negative
gua login susah kali captcha susah kali cokk,2,negative
daftar sulit gatcha kali ulang,1,neutral
btw login ya,1,neutral
main game steam pakai hp beli game steam contoh gta beli download vortex play store login akun steam mainin game gta vortex,1,neutral
steam login ya agame ya mahal,2,negative
tolong sign up terima kasih,1,neutral
akun bilang akun bikin bilang akun,2,negative
aplikasi jelekk banget download entar nyesal,2,negative
join ya sih anjeng kasih masuk akun kali kali,1,neutral
gue kasih bintang gue coba daftar akun sterm ulang mulu gue kasih bintang download buang buang tolol,1,neutral
minn pplliz keluar gta gratis pliiss minn main laptop minn plizz sumpah minn,1,neutral
download ya masuk ya,1,neutral
maaf akun komputer ya ribet banget tolong baik,2,negative
game jelek main game,2,negative
mudah masuk bilang susah masuk aku,2,negative
steam download game menjakau pc mu,1,neutral
ku buka layar ya putih,1,neutral
log ya ya password ya sh,1,neutral
sumpah pas akun aneh sih aneh ya isi alamat email isi aneh,2,negative
babi gue main laptop steam,2,negative
bagus mah gamers bocah,2,negative
steam guardnyan susah ribet apknya enak mending pindah efik store,0,positive
error buka inventory buka market,2,negative
aplikasi bayar game error mulu,2,negative
susah kali log,2,negative
steam tolong mendaftarakan steam kominfo blokir,1,neutral
install aplikasi main game play store,1,neutral
pakai paswourd buka,1,neutral
jelek ya pakai kada sandi jelek minecraft bayar gratis download ya wow,2,negative
terimakasih valve corp bantu kembali akun retas,1,neutral
cuman pasword aplikasi,1,neutral
miskin orang keras main beda normal aplikasi kayak,2,negative
astaga suruh pasanga account buat tau suruh login,1,neutral
paham steam,0,positive
akun bajak persyaratanya susah kembalikn,2,negative
bodoh banyak bug servis dongo bocah ajar coding sistem,2,negative
gimanasih verivikasi lamnnya jam pas login pwnya dasar cuih download steam,1,neutral
bug ya,2,negative
login aneh,2,negative
akun,0,positive
semenjak steam chat pisah ribet banget yaelah susah masuk asuu,2,negative
mantap ya kontol tambah fitur tonton bokep,0,positive
woy chapta ya suka ngentot ya gamenya mahal laigi ngnetot ngwntot,0,positive
nih aplikasi pakai bahasa inggris bahasa ganti pakai bahasa indonesia,1,neutral
game nama password tolong baik game jncok,1,neutral
rate jelek bego sok tau erti makenya,2,negative
bikin akun loading ya,1,neutral
kode steam authenticator,1,neutral
aplikasi banget didownload sesal,1,neutral
terima kasih apk sukses,0,positive
nomor telepon,1,neutral
tulis akun pencet jelek banget,2,negative
valve dota mobile league of legend minat dota indonesia,1,neutral
akun suruh chapcha jam,1,neutral
steam susah guna ya mobile pc,2,negative
wkwkwk masukkin nama password mohon dev steam benerin ya apk ya,1,neutral
aplikasi bagus diskon,0,positive
bagus murahin doang gamennya,2,negative
bagus apk,0,positive
apk tolol akun steam suruh pasuk pin orang pin tolol,2,negative
kasih bintang dullu ya coba bagus gue kasih bintang,0,positive
login steam pc,1,neutral
password ya salah,2,negative
log kayak sih tau tolong,2,negative
bintang passwordnya salah,2,negative
beli via dana hp,1,neutral
terima email banget,1,neutral
masuk kode ya satu pakai pasword,1,neutral
hah akun gkbisa akun halah kontll,1,neutral
log steam pc,1,neutral
mantaps gan lumayan bantu,0,positive
login pc,1,neutral
orang cinta bintang otak empat ajg gym nyi gibisi bik,1,neutral
tau manfaat steambocah norak ajg,2,negative
terap gatelay,1,neutral
library ya buka,1,neutral
cari rak main pubg pc,1,neutral
steam guba bangsat idh akun gue google goblok gue pasuk kali anjing singnin,2,negative
harus ya steam pc doang,2,negative
jir steam mobile download,1,neutral
steam buka blokir kominfo,1,neutral
kirim banget aplikasi mendownload game suka kasih bintang,1,neutral
steam authentication salah,2,negative
blackscreen gblk asli login steam bangkai gaben,1,neutral
bagus bahasa china mulu,2,negative
metode bayar go pay,1,neutral
game fake ya login besok hilang akun ku,2,negative
bagus login steam android,0,positive
login ya pc,1,neutral
force close,1,neutral
beli game pulsa,1,neutral
suka cuman subscribe,1,neutral
bangku bodoh aplikasi bodoh,2,negative
kocak baru masuk,2,negative
steam guard steam guard fungsi hack,1,neutral
akun temu akun lama,1,neutral
loading website alternatif bayar lokal,1,neutral
server down masuk beban,2,negative
login ngentod,1,neutral
bagus komen ngotak laden,0,positive
akun gue daftar ajg bst,1,neutral
gue pasuk password gue gakbisa,1,neutral
login mobile,1,neutral
crate account gmail langsung hilang tolong bantu ya,2,negative
steam sale sayang teman pakai steam,0,positive
cqra downlod game ya ya bintang,1,neutral
bagus platform hp,0,positive
steam guard ya tambah,1,neutral
aneh apl akun kgk chapcha ya eror wkwk,2,negative
buka aplikasi susah banget,2,negative
halo steam kabar nih daftar steam guard ya,1,neutral
game pakai akun tau tau nama akun pakai hp vivo si,1,neutral
kode verifikasi username password masuk sampah gmail coba lihat situ,1,neutral
rumit login,2,negative
jelasmakin susah login,2,negative
keren pokok ya download,0,positive
masuk susah ampun gua rekomendasi aplikasi pokok gua,2,negative
pakai pasword,1,neutral
bayar dana,1,neutral
coba sign,1,neutral
login ya susah banget,2,negative
sandi ya susah masuk,2,negative
hasil muas suruh pasword username butut steamnya,1,neutral
kode verifikasi ya,1,neutral
coba sulit masuk akun,1,neutral
tambah fitur code qr loginagar mudah,1,neutral
beli game hp masuk ya computer v,1,neutral
kali verif recaphta dev,1,neutral
mantap jaga akun steam kode pas,0,positive
apk sampahkek urus akun hack,2,negative
pilih sign sign sign opsi daftar,1,neutral
susah akun ajalogin amit,2,negative
pakai kendala tuh,2,negative
rusak verifikasi,2,negative
gue masuk mulu,2,negative
download game ya dihp,1,neutral
asu nambahin nomor telepon kont,1,neutral
login bikin susah ajgg,2,negative
lumayan lihat promo,1,neutral
apaansih gua kena scamlog ribet,2,negative
gue hapus kode authenticator gue lupa kode ya kagak gubris,1,neutral
steam guard ribet banget,2,negative
buruk banget rek dont have a steam account susah klik pc kapai android gawai sih rate buruk rate bagus bikin mood sampah,2,negative
login susah ajg,2,negative
login,1,neutral
aplikasi mobile jelek,2,negative
login,1,neutral
bikin akun ribet banget dah kayak nyelip lobang tikustolong mudah bembuatan akun,2,negative
enak roblox,0,positive
damn steam region indonesia blokir sih,1,neutral
daftar pakai laptop pc login hp,1,neutral
gue coba pc update terooss,1,neutral
benerin nih apk rusak,2,negative
pc hp bikin emosi,2,negative
lumayan beri game,1,neutral
boo password nama salah pantekk,1,neutral
aneh sign up susah ribet banget susah,2,negative
sign sih,0,positive
login android,1,neutral
nengo game bagus,0,positive
parah sih login,2,negative
masuk akun bingung,2,negative
agama steam gua kasih nama tuhan masuk,1,neutral
aplikasi keren banget akun ya ya tolong bijawa,0,positive
aplikasi ya gelap buka,2,negative
tahun tunggu kode kirim tau dev ya sistem bego,1,neutral
error register verifikasi akun,2,negative
mohon akun dota mohon info,1,neutral
login lucu app ya,1,neutral
kasih akun password ya gaktau tau tulis,1,neutral
aplikasi kecewa aplikasi jelek,2,negative
login eror,2,negative
aplikasi gila psw mulu,2,negative
saran hp pakai steam guard hilang akun curi steam,1,neutral
mustahil login,2,negative
download game,1,neutral
iya hapus cache datany ulas top anjing tll,1,neutral
batu daftar steam ega paham mita ww daftar,1,neutral
main android sih,2,negative
tolong akun pc akun pc gal login,1,neutral
kode verifikasi kirim niat sih asih kode verif,1,neutral
aplikasi error,2,negative
login jirt,1,neutral
login,1,neutral
susah login ya,2,negative
steam tau pasword ya,0,positive
seru mala fassword tau fassword ya tulis sumsel salah,2,negative
gua cuman main multiplayer game dota underlord,1,neutral
main nge ratting buruk an,2,negative
daftar susah ampun,2,negative
coba steam game steam main smartphone,1,neutral
masuk ya susah banget woyy,2,negative
plis gabiss akun login,1,neutral
aplikasi bagus game ya,0,positive
kayak kontl developer ya bego loginnya susah banget,2,negative
bagus praktis,0,positive
log pasword email ku,1,neutral
susah banget loginnya sesat,2,negative
app bagus game favourite ku,0,positive
pakai kode ribet sih,2,negative
sistem akun steam logis njer teman beli lawak woi,1,neutral
suka tau harga geme steam,0,positive
login daftar kerja anjing,1,neutral
kayak akun tolong,1,neutral
daftar ngbsin kuota tlong benar tuh kntoll,2,negative
daftarga masuk masuk,1,neutral
sih anjing gue login kagak akun sandi ya sih tll banget anjing,2,negative
susah login mending bikin aplikasi tolol,2,negative
update rs gb tinggal mbak ulang,1,neutral
tolong daftar ya dimudahin pakai akun google atou facebook,1,neutral
saran bayar pakai gopay,1,neutral
tolong urus pse masyarakat indonesia akses,1,neutral
gratisin game dead by daylight entar gue kasih bintang,1,neutral
benerin anjing gue minggu error mulu kagk log kagak niat banget company tahi,2,negative
bingung join steam erti,2,negative
steam android harus ya gameapps ya ya terdownload androidios,1,neutral
login suruh kode steam,1,neutral
masuk acces authenticator,1,neutral
pas main game ngesrceenshot anjing bajing jembut laptop rusak,2,negative
bagus bagus game ya mantap,0,positive
tolong developer rugi orang,2,negative
mending web langsung login login,1,neutral
apk sampah langsung login akun apk downlod,1,neutral
terima kasih ya bikin apk suka banget loh sumpah jadivirall,0,positive
apk aneh masuk,2,negative
steam asu bikin akun,1,neutral
asli masuk,1,neutral
accept confrim comunity market,1,neutral
anak anak gblk steam cuman pc laptop hp tau ya lu download steam pc laptop,1,neutral
aplikasi jelek loginn suruhh login login taii,2,negative
valve niat bikin aplikasi thanks steam,1,neutral
log password pakai,1,neutral
bagus lancar,0,positive
error ya server ya,2,negative
login ajg,1,neutral
steam turun harga gta cepat ribu mahal,2,negative
no hperor mulu,2,negative
tolong subnautica raft cooking simulator mohon gratis minat,1,neutral
steam ya accaunt,1,neutral
sulit akun,2,negative
lengkap,0,positive
aplikasi jelekk ikan hiu gigi ompong bohong hayo,2,negative
game bagus kasih bintang,0,positive
login,1,neutral
hati tipu login hati waspada,1,neutral
apk login gue robot manusia apk,1,neutral
pls bikin akun situs ya,1,neutral
download akunymau tau caraymhon infoy,1,neutral
aplikasi bagus banting hp pakai login,0,positive
aplikasi butut incorect pas email login pas resset bututt,1,neutral
benarini aplikasi tolol,2,negative
aplikasi ya bagus,0,positive
bagus sih sign ya,0,positive
jelek banget dunia download sesal banget,2,negative
susah lupa akun hilang,2,negative
wow guna game pc,0,positive
bagus nih cinta game,0,positive
suka game password ya,0,positive
daptar login pakai no hp salah imel salah nomor hp imel salah heran,2,negative
mantap guys rating,0,positive
aplikasi versi,0,positive
tolol login sandi email tololl anjing,2,negative
keren beli game hp,0,positive
gagal login,2,negative
aplikasi bodoh akun,2,negative
tolol login afk rusak,2,negative
susah bayar,2,negative
password bilang salah,2,negative
akun peribet anjg suruh jendela ngulang anjeng,1,neutral
steam asu masuk goblokk,2,negative
susah daftarregister akun,2,negative
password salah,2,negative
masuk aplikasi,1,neutral
baik tuh login,1,neutral
beli pakai via dana direct aplikasi mulu abad tunggu ya neken click here if nothing happened ngaruh,1,neutral
gue bingung pakai daftar,2,negative
bjir login bikin akun,1,neutral
login aneh,2,negative
main game susah pakai steam,2,negative
lokasi login kadang kota acak,1,neutral
appk main game,1,neutral
login akun susah ampun,2,negative
apl kali coba masuk gagal,2,negative
tolong jadi steam chat ya,1,neutral
bajingann login asuu,2,negative
bikin akun login,1,neutral
login,1,neutral
bagus bantu,0,positive
anjir laptop gue kuat bayar game download,2,negative
nih aplikasi bikin gue kesel password gue bilang salah,2,negative
steam login,1,neutral
sayang train simulator,0,positive
wow bagus salam cilegon,0,positive
login anjing pas usernamenya,1,neutral
terimakasih aplikasi bantu,1,neutral
masuk aplikasi buruk,2,negative
mantul beli game hp,1,neutral
langsung ku hapus login,1,neutral
kakayaknya developer ya dulunya indonesia beli teh pucuk eh inggris makan bego,2,negative
verification eror sms kirim,1,neutral
coba dota versi mobile,1,neutral
nih aplikasi bantu gue,1,neutral
bahasa indonesia,1,neutral
woi cowok login akun steam blokir,1,neutral
hp papale papalepipalepapale,1,neutral
bagus mantap tingkat,0,positive
login sulit gagal lol,2,negative
steam password salah,2,negative
geme bagus download,0,positive
login ya,1,neutral
jelek ya developer developer,2,negative
bagus sih pakai email gurdi,0,positive
parah masuk,2,negative
keren gamers dota csgo,0,positive
kasih saran gunain,0,positive
pakai password,1,neutral
selamat bintang karrna kau diwnliad ku gb ulang,1,neutral
pokemon kota bandung dingin game bicara laki,2,negative
mesti kali ngecaptha jam masuk akun,1,neutral
main ya baca baca,1,neutral
senang main steam,0,positive
login jelek,2,negative
login,1,neutral
hp pro download game aplikasi,1,neutral
haiya login mah phei phei,1,neutral
erti bahasa inggris tolong bindo,1,neutral
apk bangsad masak tam pc ku buka ajg steam mending pakai epic game aja steam rugi gua download csgo tam ajg,2,negative
loginnya gagal mulu,2,negative
login,1,neutral
keren gapatut aplikasi,0,positive
pakai muas,0,positive
mama ku aplikasi keren,0,positive
akun coba bikin akun tolong baik,1,neutral
suka steam lupa sandi,0,positive
gem ya sangan bagus,0,positive
install dota android ya,1,neutral
gue login pc gue gampang loginnya,1,neutral
bintang tolong akun masuk,1,neutral
bagus banget apk ya,0,positive
steam mantap donlod ywsel,0,positive
tolong baru aplikasi masuk facebook vk pls,1,neutral
password ya ya main poppy chapter,1,neutral
akun ribet bolak,2,negative
sih malas,2,negative
enak makan krokotan gurih lezat lezat,0,positive
login ya nih,1,neutral
sekian valve urus baru aplikasi,1,neutral
ajg login,1,neutral
gua masuk steam salah,2,negative
huff coba refund ya bawah jam,1,neutral
daptar anjing tolol apk memek stem tolol stem tolol stem tolol,2,negative
apps ya,1,neutral
susah banget login,2,negative
steam mendownloat game,1,neutral
keren aplikasi ya,0,positive
main aplikasi,1,neutral
akun gagal gimanasih,2,negative
tolong tambah bayar shopeepay,1,neutral
apk jelek karana susah login,2,negative
gunain langsung hapus,1,neutral
susah masuk steam,2,negative
aplikasih bagus,0,positive
steam bintang steam,1,neutral
tolong login eh,1,neutral
beli garrysmod pakai pw,1,neutral
susah banget bikin akun,2,negative
pasuk steam ya,0,positive
daftar akun,1,neutral
game beli hilang ya,2,negative
tres coba kali gagal,2,negative
cok game gratis dota main seru,0,positive
babi login sulit buangbuang,2,negative
lumayan jaga akun aman maling,2,negative
login alamak,1,neutral
steam wallet tau beli game v,1,neutral
bagus diskon,0,positive
komplain steam support tolol,2,negative
kominfo blokir steam epic games blokir,1,neutral
diskon beli gamenya v,0,positive
apk sampah ngabisin kota download,1,neutral
apk haram sandi kagak,2,negative
akun kena hack kembali,2,negative
gua login,1,neutral
login ya,1,neutral
suka versi,0,positive
akun,0,positive
susah banget pengin registrasi,2,negative
download monster godzila space godzila rama kraken huggy ya,1,neutral
tutor login ndk,1,neutral
mantap min lanjut diskon,0,positive
sulit steam chat kapai pisah,2,negative
main game pc android modal mah paksa,2,negative
bagus banget donlod gratis,0,positive
apl buka,1,neutral
tolong baca deskripsinyaa bocil,1,neutral
login,1,neutral
aplikasi teduh robot kali kali mencetin robot selesain puzzlenya login,1,neutral
beli game,0,positive
verifikasi login akun,1,neutral
suruh akun steam password log main betapa bodoh valve its sick montreux,2,negative
steam tolong akun ku kena hack nama kenziegamers pas hack ganti,1,neutral
aplikasi bodoh verif robot ya susah mending epic game,2,negative
uman bilang instal steam playstore cuman claim game fre heheheh,1,neutral
bikin akun masuk sandi,1,neutral
masuk lasung suruh akun suruh milihkah,1,neutral
ikut langkah langkah akun suruh password log woy,1,neutral
appnya bagus beutt,0,positive
payment game dana praktis jos,0,positive
comment rating jelek gue login,2,negative
sampah captcha,2,negative
bayar hp suruh scan qr steam guard cmon valve lucu,0,positive
suka baca komen asih bintang hujat asih bintang wkwkwk,1,neutral
tambah metode bayar qris,1,neutral
apk ya bagus simpel,0,positive
aplikasi ya ya otak,2,negative
jelek banget aplk ya paswort lagih,2,negative
bintang gratis,0,positive
game bagus,0,positive
akun daftar ya,1,neutral
login euy eror muluh,2,negative
gift teman,1,neutral
game celek papapa oke sih oke,2,negative
lag gila app uninstal mending pc,2,negative
login login nya ribet password nya kasih bintang,2,negative
bilang game bocah tau steam,1,neutral
jual beli game original percaya,0,positive
pls update biar login akun google,1,neutral
apk guna cuihh,1,neutral
goblog banget game bayar ngelogin,2,negative
masuk mulu kentod,2,negative
steam teman online,1,neutral
bagus kasih bintang,0,positive
lupa subscribe channel zwarx xs,1,neutral
suka game ya,0,positive
mantap beli hp main pc,0,positive
main dotanya belah manacacad banget,2,negative
pc komputer,1,neutral
gua pengin main raft mobile bayar kayak orang main raft mobile moga raft mobile bayar gua raft mobile gertis steam,1,neutral
verifikasi ya ya,1,neutral
eror pas akun tolong dibetulin,2,negative
mudah,0,positive
suka apk,0,positive
half life gue tunggu anjir,2,negative
senang beli game steam,0,positive
bikin akun susah,2,negative
steam kontol login password ya salah kontol kontol dancok asu pc login laya kontol huu,2,negative
dota android,1,neutral
akun,0,positive
tolong login gamenya bayar game ku suka bayar tolong update,1,neutral
tau kode aman ya maaf,1,neutral
mantap deh pokok kasih bintang pencet,0,positive
login susah gmail ku salah,2,negative
bagus kode ya gampang tulis anonymous password,1,neutral
laptop hilang curi orang huff sedih ya,2,negative
kalean login daftar akun situs steamnya langsung ceped,1,neutral
login ya sulit,2,negative
dancok pakai donlod sesal,1,neutral
ku kasih nol donload,1,neutral
tipu download akun,2,negative
teralluh musti,1,neutral
paham bahasa inggris canda,0,positive
steam main gta v,1,neutral
scannya banget login pc,1,neutral
apk goblog banget kasih imel sandi salah mulu apk,2,negative
developer masuk,1,neutral
cinta steam terima kasih diskon,0,positive
aplikasi blokir kominfo gabut,1,neutral
susah banget akun ateamkecewa,2,negative
masuk game hapus nilai,1,neutral
main geme,0,positive
aplikasi anjing login,1,neutral
ribet banget aplikasi susah paham,2,negative
game human fall flat,1,neutral
buka woyy,1,neutral
mending pakai epic game deh serius,0,positive
tempek valve jembot steam sulit ambil akun pantektolong mudah steam ya keapus nomor hp hilangdont pakai us mad dude,2,negative
bagus abang aplikasi ya,0,positive
game undertale,1,neutral
main blokir bintang tunggu blokir buka,1,neutral
login aplikasi tolol,1,neutral
susah banget atur steam guard family view eror mulu,2,negative
mantul gue download gta,1,neutral
entot susah gua b inggris susah sat,2,negative
kadang konfirmasi muncul,1,neutral
lupa sandi ganti susah banget,2,negative
gua download trading doang,1,neutral
login ya woyy,2,negative
aplikasi moga gabe newell lihat,1,neutral
pasuk kode sih bikin kode ya emaill,1,neutral
sih chaptca isi otak ya bikin susah login,2,negative
download,0,positive
daftar akun,1,neutral
tolong ya akun masukaplikasinya hp buang main warnet orang gwa hp kentang buka akun gwa hp doang canggih buka becuss ajar,2,negative
eror cek inventory,2,negative
halo gaben steamnya ya buka csgo kena trapbug pc,1,neutral
debest lahhbuat chat teman pergi,1,neutral
gunainnya abang gue,1,neutral
akun bingung,2,negative
login,1,neutral
burukk creat free account banget verify recapthcha nyabodoh dasar,2,negative
mainin gtap,2,negative
gue dah login besok buka bgst,1,neutral
aplikasi sampah guna,2,negative
hapus steam guardnya anjing gaisa login gue jadiny gegara ganti nomer bikin susah je,2,negative
robot diam nglunjak jelek banget nih aplikasi kayak,2,negative
login kali download jawabb,1,neutral
gb plis murah gb,0,positive
login,1,neutral
daftar sulit,2,negative
aplikasi ya jelek bohong hayyuk buru download gay gaq baqal nyese,2,negative
login steam bawa,1,neutral
bisa akun gue terhack aman busuk,2,negative
beli pending layan jelek,2,negative
kali coba aplikasi steam,1,neutral
mah mai gratis,0,positive
we asuk ngeteh asuk nih gua kasih buka tuang air hp campur gula campur teh adik ngeteh asuk,1,neutral
game steam,0,positive
sms verifikasi masuk masuk,1,neutral
sampah banget kagak login aplikasi,2,negative
email appikasine asuu masokke gagal,1,neutral
tolong download mod gmod ya,1,neutral
akun ya kecewa lho,2,negative
bagus geme mantap,0,positive
bantu,0,positive
harap fitur chat disteam,1,neutral
susah sih join,2,negative
susah login,2,negative
aplikasi tunjang hidup,0,positive
game gratican wkwkwkwkwk,1,neutral
ku kotor bikin akun susah ya mati bikin bilang hapus apk,2,negative
mending beli komputer maean steam,1,neutral
susah banget bikin akun,2,negative
akunn,0,positive
login ya susah cok,2,negative
login gara gara steam guard asu,1,neutral
bags banget aplikasi ya,1,neutral
moga steam baik,0,positive
what no way steam gila sumpah app nya bagus coba,0,positive
aplikasi bunguull susah beet join,1,neutral
gue akun susah anjing suruh verifikasi email pas verifikkasi pas buka steam relog suruh ulang babi,2,negative
bagus buka,0,positive
pakai gpay,1,neutral
cepat beli game,0,positive
sekaliakun hilang,2,negative
terima kasih steam,0,positive
sabar ya kominfo,0,positive
gamem game jual dah nisa game banban,2,negative
terimakasih steam habis ya instal banban,1,neutral
tolol masuk username nama email erti tuh sok salah aplikasi,2,negative
mantap nih aplikasi,0,positive
buruk akun,2,negative
sih login enggk,2,negative
woyy steam kelah ayo serlok lokasi,1,neutral
email salah,2,negative
log,0,positive
email salah,2,negative
pasuk code steam guard yamg bilang salah code maksod lo anjay,2,negative
babi masuk susah banting hp sumpah nih apk kayak kntl qnj mmk,2,negative
aplikasi buruk,2,negative
portal,0,positive
susah kali login ajg,2,negative
bikin akun susah kasih bi tang,1,neutral
bikin akun susah banget,2,negative
loos login uap sandi akun gblk isi pasir buka email isi verifikasi buka uap suka contoh nama mudah sulit laku,1,neutral
serius ben,0,positive
bagus sih debut,0,positive
anjir gua pengin ketawa komentar bintang tuh bodoh ya,2,negative
daftar ya,1,neutral
daftar akun,1,neutral
steam tolol login susah,2,negative
aplikasi bengak buyan akun google samo sandinyo salah lolo lemak kau tdok b,2,negative
qr code ya windows gagal qr code ya optimal,2,negative
susah login ya oi,2,negative
mohon gratis tabs uebs kasih bintang,1,neutral
mengunakan aplikasi akun steam hack orang,1,neutral
login susah,2,negative
login bro,1,neutral
najis aplikasi cacat ning epikgames briq cacat,2,negative
login,1,neutral
apa aplikasi,1,neutral
login beranta akun doang jam,1,neutral
login steam sih,1,neutral
alhamdulillah akun,0,positive
mahal jamin eror,2,negative
men donlod ternistal an,1,neutral
suruh ulang,1,neutral
bagus mudah,0,positive
akun handphone,1,neutral
gua laptop terimakasih valve,1,neutral
login,1,neutral
login ya gagal,2,negative
pakai aplikasi,1,neutral
harap main game steam hp gegara app tolol goblok,2,negative
suka apk ya,0,positive
apk gaguna daftar idiot,1,neutral
akun nama ziisky asih tau kasar sifat kayak bocah tolol sekian terima kasih,2,negative
